Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.010,S,0.010,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.02,S,0.02,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.03,S,0.03,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.04,S,0.04,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.05,S,0.05,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.05999999,S,0.05999999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.06999999,S,0.06999999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.07999999,S,0.07999999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.08999999,S,0.08999999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.09999999,S,0.09999999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.11,S,0.11,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.12,S,0.12,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.13,S,0.13,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.14,S,0.14,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.15,S,0.15,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.16,S,0.16,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.17,S,0.17,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.18,S,0.18,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.19,S,0.19,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.2,S,0.2,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.21,S,0.21,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.22,S,0.22,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.23,S,0.23,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.24,S,0.24,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.25,S,0.25,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.26,S,0.26,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.27,S,0.27,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.28,S,0.28,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.29,S,0.29,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3,S,0.3,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.31,S,0.31,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.32,S,0.32,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.33,S,0.33,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3399999,S,0.3399999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3499999,S,0.3499999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3599999,S,0.3599999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3699999,S,0.3699999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3799999,S,0.3799999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3899999,S,0.3899999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.3999999,S,0.3999999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4099999,S,0.4099999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4199999,S,0.4199999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4299999,S,0.4299999,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4399998,S,0.4399998,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4499998,S,0.4499998,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4599998,S,0.4599998,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4699998,S,0.4699998,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4799998,S,0.4799998,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4899998,S,0.4899998,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.4999998,S,0.4999998,0.010,0,0.9406621,0,0,63.3,0,0,116,124.2635,1.967488,0,0,0,0,0,0,89.9999,89.9999,0,0
0.5099998,S,0.5099998,0.010,0,0.9406621,0,187.7358,63.3,0,0,115.973,124.2635,1.973908,63.2480046777349,63.2480046775156,0.00016654280988066,0.632480000002193,0.63248,0.000001665428,89.9999,89.9999,0.0031624,0.00000000832714
0.5199998,S,0.5199998,0.010,0,0.9406621,0,375.475,63.2952,0.00004181677,0,115.9461,124.2635,1.980328,158.686172773821,158.686172773471,0.000333113830828781,2.21934200000562,2.219342,0.000004996567,89.9999,89.9999,0.01742151,0.00000004163712
0.5299998,S,0.5299998,0.010,0,0.940662,0,563.2142,63.28078,0.0005148788,0,115.9191,124.2635,1.986747,254.182090142268,254.182090141777,0.000499785645388084,4.76116300001049,4.761163,0.000009994423,89.9999,89.9999,0.05232403,0.0000001165921
0.5399998,S,0.5399998,0.010,0,0.9406618,0,614.9468,63.25677,0.002369639,0,115.8922,124.2635,1.993167,280.602389191326,280.602389190795,0.000545897764966288,7.56718700001578,7.567187,0.0000154534,89.9999,89.9999,0.1139658,0.0000002438312
0.5499998,S,0.5499998,0.010,0,0.9406614,0,608.3851,63.22558,0.005985827,0,115.8652,124.2635,1.999587,277.415747079544,277.415747079018,0.000540336026175396,10.341340000021,10.34134,0.00002085676,89.9999,89.9999,0.2035084,0.000000425382
0.5599998,S,0.5599998,0.010,0,0.940661,0,601.8234,63.19427,0.01117912,0,115.8382,124.2635,2.006006,274.225666315112,274.225666314591,0.000534768282949147,13.0836000000262,13.0836,0.00002620444,89.9999,89.9999,0.3206331,0.000000660688
0.5699998,S,0.5699998,0.01155313,0,0.9582767,0,595.2616,63.16331,0.01822909,0,115.8113,124.2635,2.012426,271.029875227515,271.029875226998,0.000529190575114104,15.7939000000314,15.7939,0.00003149635,89.9999,89.9999,0.4650206,0.0000009491919
0.5799997,S,0.5799997,0.0139464,0,0.9745374,0,588.6998,63.13268,0.02701439,0,115.7843,124.2635,2.018846,267.828477929674,267.828477929162,0.000523603084384223,18.4721900000365,18.47219,0.00003673238,89.9999,89.9999,0.636351,0.000001290336
0.5899997,S,0.5899997,0.01631141,0,0.983234,0,582.1381,63.10238,0.03728291,0,115.7573,124.2635,2.025265,264.621629503279,264.621629502772,0.000518006078017565,21.1184100000416,21.11841,0.00004191244,89.9999,89.9999,0.834304,0.00000168356
0.5999997,S,0.5999997,0.0186481,0,0.9877664,0,575.5763,63.07242,0.04895426,0,115.7304,124.2635,2.031685,261.409430471618,261.409430471116,0.000512399734872768,23.7325000000466,23.7325,0.00004703644,89.9999,89.9999,1.058559,0.000002128304
0.6099997,S,0.6099997,0.02095642,0,0.9898554,0,569.0145,63.04279,0.0619541,0,115.7034,124.2635,2.038105,258.191946451393,258.191946450896,0.00050678416605875,26.3144200000516,26.31442,0.00005210428,89.9999,89.9999,1.308793,0.000002624008
0.6199997,S,0.6199997,0.02323635,0,0.9904467,0,562.4528,63.0135,0.07621268,0,115.6764,124.2635,2.044524,254.969257301434,254.969257300942,0.000501159510953174,28.8641100000565,28.86411,0.00005711587,89.9999,89.9999,1.584686,0.000003170108
0.6299997,S,0.6299997,0.02548782,0,0.9900929,0,555.891,62.98455,0.0916638,0,115.6495,124.2635,2.050944,251.741456721141,251.741456720653,0.000495525936509599,31.3815300000614,31.38153,0.00006207113,89.9999,89.9999,1.885914,0.000003766043
0.6399997,S,0.6399997,0.02771079,0,0.9891325,0,549.3292,62.95594,0.1082442,0,115.6225,124.2635,2.057364,248.508589048146,248.508589047663,0.000489883516674696,33.8666200000662,33.86662,0.00006696997,89.9999,89.9999,2.212155,0.000004411249
0.6499997,S,0.6499997,0.02990523,0,0.9877802,0,547.7544,62.92766,0.1258932,0,115.5956,124.2635,2.063784,247.820512244989,247.820512244507,0.000488682596445923,36.344830000071,36.34483,0.0000718568,89.9999,89.9999,2.563212,0.000005105383
0.6599997,S,0.6599997,0.0320936,0,0.986159,0,548.3171,62.89962,0.1447528,0,115.5686,124.2635,2.070203,248.223520638477,248.223520637995,0.0004893859813101,38.8270600000759,38.82706,0.00007675066,89.9999,89.9999,2.939071,0.00000584842
0.6699997,S,0.6699997,0.03428553,0,0.9843502,0,548.8798,62.87158,0.1648955,0,115.5416,124.2635,2.076623,248.626236715339,248.626236714856,0.00049008885261773,41.3133200000807,41.31332,0.00008165155,89.9999,89.9999,3.339773,0.000006640431
0.6799996,S,0.6799996,0.03648103,0,0.982415,0,549.4426,62.84351,0.1863206,0,115.5147,124.2635,2.083043,249.028807047259,249.028807046775,0.000490791469681467,43.8036100000855,43.80361,0.00008655947,89.9999,89.9999,3.765358,0.000007481487
0.6899996,S,0.6899996,0.0386801,0,0.9803976,0,550.0053,62.8154,0.2090274,0,115.4877,124.2635,2.089462,249.431218209292,249.431218208808,0.000491493809089079,46.2979200000904,46.29792,0.00009147441,89.9999,89.9999,4.215865,0.000008371656
0.6999996,S,0.6999996,0.04088272,0,0.97833,0,550.568,62.78727,0.2330152,0,115.4607,124.2635,2.095882,249.82689382805,249.826893827424,0.000559077448457678,48.7961888825301,48.7961888824336,0.0000970651843596132,89.99989,89.99989,4.703827,0.000009314354
0.7099996,S,0.7099996,0.04308885,0,0.9762357,0,551.1307,62.75911,0.2582837,0,115.4338,124.2635,2.102302,250.22864901104,250.228649010405,0.000563579091113315,51.29847531671,51.2984753166072,0.000102700975144777,89.99989,89.99989,5.216812,0.00001031318
0.7199996,S,0.7199996,0.04529854,0,0.9741321,0,551.6935,62.73092,0.2848339,0,115.4068,124.2635,2.108721,250.630177696374,250.63017769573,0.000567932645290826,53.8047770376534,53.8047770375443,0.000108380301470742,89.99989,89.99989,5.754859,0.00001136859
0.7299996,S,0.7299996,0.04751178,0,0.9720319,0,552.2562,62.7027,0.3126663,0,115.3799,124.2635,2.115141,251.03157922513,251.031579224478,0.000572151025815265,56.3150927737948,56.3150927736792,0.000114101811601009,89.99989,89.99989,6.31801,0.000012481
0.7399996,S,0.7399996,0.04972859,0,0.9699444,0,552.8189,62.67445,0.3417818,0,115.3529,124.2635,2.121561,251.432865518236,251.432865517576,0.000576245389155222,58.8294213727774,58.8294213726553,0.00011986426536376,89.99989,89.99989,6.906304,0.00001365083
0.7499996,S,0.7499996,0.05194895,0,0.9678766,0,553.3817,62.64617,0.3721817,0,115.3259,124.2635,2.12798,251.833881603613,251.833881602945,0.000580225747331765,61.3477601325242,61.3477601323955,0.000125666522707387,89.99988,89.99988,7.519782,0.00001487849
0.7599996,S,0.7599996,0.05417286,0,0.9658337,0,553.9443,62.61787,0.4038675,0,115.299,124.2635,2.1344,252.234762585126,252.23476258445,0.00058410087696896,63.8701077019965,63.8701077018611,0.00013150753134652,89.99988,89.99988,8.158484,0.00001616436
0.7699996,S,0.7699996,0.05640034,0,0.963819,0,554.5071,62.58953,0.4368404,0,115.272,124.2635,2.14082,252.635488594559,252.635488593875,0.0005878784936137,66.3964625314735,66.3964625313314,0.000137386316151256,89.99988,89.99988,8.822448,0.00001750883
0.7799996,S,0.7799996,0.05863136,0,0.9618354,0,555.0698,62.56117,0.4711022,0,115.245,124.2635,2.147239,253.036063605554,253.036063604863,0.000591565592796223,68.926823110971,68.926823110822,0.000143301971946993,89.99988,89.99988,9.511716,0.00001891227
0.7899995,S,0.7899995,0.06086594,0,0.9598844,0,555.6325,62.53278,0.506655,0,115.2181,124.2635,2.153659,253.43648364447,253.436483643771,0.000595168245393799,71.4611878907681,71.4611878906122,0.0001492536542679,89.99988,89.99988,10.22633,0.00002037505
0.7999995,S,0.7999995,0.06310406,0,0.9579673,0,556.1953,62.50436,0.5435005,0,115.1911,124.2635,2.160079,253.836673212087,253.836673211381,0.000598692113011073,73.9995545661519,73.9995545659891,0.000155240575264193,89.99988,89.99988,10.96632,0.00002189752
0.8099995,S,0.8099995,0.06534574,0,0.9560845,0,556.7579,62.47591,0.5816411,0,115.1642,124.2635,2.166499,254.236683965766,254.236683965053,0.000602142319134979,76.5419213489832,76.5419213488133,0.000161261998320954,89.99988,89.99988,11.73174,0.00002348003
0.8199995,S,0.8199995,0.06759097,0,0.9542364,0,557.3207,62.44743,0.6210787,0,115.1372,124.2635,2.172918,254.636567562866,254.636567562146,0.000605523267235797,79.088286967696,79.088286967519,0.000167317230857967,89.99988,89.99988,12.52263,0.00002512293
0.8299995,S,0.8299995,0.06983974,0,0.952423,0,557.8834,62.41892,0.6618161,0,115.1102,124.2635,2.179338,255.036292214243,255.036292213516,0.00060883939867942,81.6386498328332,81.6386498326491,0.000173405624708675,89.99988,89.99988,13.33901,0.00002682654
0.8399995,S,0.8399995,0.07209206,0,0.950644,0,558.4461,62.39039,0.7038556,0,115.0833,124.2635,2.185758,255.435786394321,255.435786393588,0.000612094086175443,84.193007639682,84.1930076394906,0.000179526565433616,89.99988,89.99988,14.18094,0.0000285912
0.8499995,S,0.8499995,0.07434794,0,0.9488989,0,559.0089,62.36182,0.7471997,0,115.0563,124.2635,2.192177,255.835169312394,255.835169311654,0.000615291126864329,86.7513592756222,86.7513592754235,0.000185679476564731,89.99988,89.99988,15.04846,0.00003041723
0.8599995,S,0.8599995,0.07660735,0,0.9471874,0,559.5716,62.33323,0.7918508,0,115.0293,124.2635,2.198597,256.234377390171,256.234377389425,0.000618433635765503,89.313702992251,89.3137029920449,0.000191863812784155,89.99988,89.99988,15.94159,0.00003230495
0.8699995,S,0.8699995,0.07887031,0,0.9455087,0,560.1343,62.30461,0.8378121,0,115.0024,124.2635,2.205017,256.633291418361,256.633291417608,0.000621524364100499,91.8800358490725,91.880035848859,0.000198079056286238,89.99988,89.99988,16.86039,0.00003425466
0.8799995,S,0.8799995,0.08113682,0,0.9438622,0,560.697,62.27596,0.8850864,0,114.9754,124.2635,2.211437,257.032094184544,257.032094183785,0.000624566093407341,94.4503567334667,94.4503567332457,0.00020432471708071,89.99987,89.99987,17.8049,0.00003626668
0.8899994,S,0.8899994,0.08340686,0,0.9422472,0,561.2598,62.24728,0.9336758,0,114.9485,124.2635,2.217856,257.430781715078,257.430781714313,0.000627561377850375,97.0246644930772,97.0246644928486,0.000210600330718943,89.99987,89.99987,18.77514,0.00003834131
0.8999994,S,0.8999994,0.08568045,0,0.9406629,0,561.8224,62.21857,0.9835844,0,114.9215,124.2635,2.224276,257.829179169667,257.829179168896,0.000630512324425706,99.6029562271444,99.6029562269082,0.00021690545382227,89.99987,89.99987,19.77117,0.00004047884
0.9099994,S,0.9099994,0.08795758,0,0.9391085,0,562.3852,62.18983,1.034814,0,114.8945,124.2635,2.230695,258.227481256823,258.227481256046,0.000633421184132772,102.185230981994,102.18523098175,0.000223239665522017,89.99987,89.99987,20.79303,0.00004267956
0.9199994,S,0.9199994,0.09023826,0,0.9375833,0,562.9479,62.16106,1.087369,0,114.8676,124.2635,2.237115,258.625592609111,258.625592608328,0.000636289995755575,104.771486850278,104.771486850026,0.000229602565337351,89.99987,89.99987,21.84074,0.00004494378
0.9299994,S,0.9299994,0.09252246,0,0.9360865,0,563.5106,62.13227,1.141251,0,114.8406,124.2635,2.243535,259.0234734901,259.023473489312,0.00063912041154286,107.361721527282,107.361721527023,0.000235993769309925,89.99987,89.99987,22.91436,0.00004727176
0.9399994,S,0.9399994,0.09481023,0,0.9346174,0,564.0734,62.10345,1.196465,0,114.8136,124.2635,2.249954,259.421191451724,259.42119145093,0.000641914311117052,109.955933383814,109.955933383547,0.000242412912277616,89.99987,89.99987,24.01392,0.00004966379
0.9499994,S,0.9499994,0.0971015,0,0.9331751,0,564.6361,62.07459,1.253012,0,114.7867,124.2635,2.256374,259.818778283127,259.818778282327,0.000644673248198302,112.554121108571,112.554121108296,0.000248859644615503,89.99987,89.99987,25.13946,0.00005212015
0.9599994,S,0.9599994,0.09939633,0,0.9317589,0,565.1988,62.04571,1.310897,0,114.7597,124.2635,2.262794,260.216067091298,260.216067090493,0.000647398526395712,115.156281721321,115.156281721038,0.000255333629734755,89.99987,89.99987,26.29102,0.00005464112
0.9699994,S,0.9699994,0.1016947,0,0.9303681,0,565.7615,62.0168,1.370122,0,114.7327,124.2635,2.269214,260.613268479322,260.613268478511,0.000650091873749253,117.762414347863,117.762414347572,0.000261834548326941,89.99987,89.99987,27.46865,0.00005722696
0.9799994,S,0.9799994,0.1039966,0,0.929002,0,566.3242,61.98786,1.430692,0,114.7058,124.2635,2.275633,261.010183765044,261.010183764228,0.00065275437407347,120.372516127173,120.372516126874,0.000268362091921774,89.99987,89.99987,28.67237,0.00005987795
0.9899994,S,0.9899994,0.106302,0,0.9276598,0,566.887,61.95889,1.492609,0,114.6788,124.2635,2.282053,261.406999709691,261.406999708869,0.000655387232448869,122.986586065841,122.986586065534,0.000274915964099772,89.99987,89.99987,29.90224,0.00006259434
0.9999993,S,0.9999993,0.108611,0,0.9263409,0,567.4497,61.9299,1.555877,0,114.6519,124.2635,2.288473,261.803557367536,261.803557366709,0.000657991744905429,125.604621580998,125.604621580683,0.000281495881401754,89.99987,89.99987,31.15829,0.00006537639
1.009999,S,1.009999,0.1109234,0,0.9250447,0,568.0124,61.90087,1.620499,0,114.6249,124.2635,2.294893,262.199952106015,262.199952105183,0.000660568904308222,128.226621043453,128.226621043129,0.000288101570297188,89.99987,89.99987,32.44055,0.00006822438
1.019999,S,1.019999,0.1132395,0,0.9237704,0,568.5751,61.87182,1.686478,0,114.5979,124.2635,2.301312,262.596144188698,262.596144187861,0.000663119870263018,130.852582426645,130.852582426313,0.000294732768851599,89.99987,89.99987,33.74908,0.00007113855
1.029999,S,1.029999,0.115559,0,0.9225175,0,569.1379,61.84274,1.75382,0,114.571,124.2635,2.307732,262.992081958224,262.992081957382,0.000665645362786472,133.482503187444,133.482503187104,0.00030138922233068,89.99987,89.99987,35.0839,0.00007411916
1.039999,S,1.039999,0.1178821,0,0.9212853,0,569.7006,61.81363,1.822526,0,114.544,124.2635,2.314152,263.387868729313,263.387868728466,0.000668146533905234,136.116381815866,136.116381815517,0.00030807068752039,89.99987,89.99987,36.44506,0.00007716646
1.049999,S,1.049999,0.1202087,0,0.9200734,0,570.2633,61.78448,1.8926,0,114.5171,124.2635,2.320571,263.783472712822,263.783472711969,0.000670624149110692,138.754216484033,138.754216483676,0.000314776928861601,89.99987,89.99987,37.83261,0.0000802807
1.059999,S,1.059999,0.1225388,0,0.9188811,0,570.826,61.75532,1.964047,0,114.4901,124.2635,2.326991,264.178786620384,264.178786619527,0.000673079004210731,141.396004291189,141.396004290823,0.000321507718753263,89.99987,89.99987,39.24657,0.00008346212
1.069999,S,1.069999,0.1248725,0,0.9177078,0,571.3887,61.72612,2.036869,0,114.4631,124.2635,2.333411,264.573985292298,264.573985291436,0.000675511804063758,144.041744084974,144.0417440846,0.000328262836642912,89.99987,89.99987,40.68699,0.00008671098
1.079999,S,1.079999,0.1272097,0,0.9165531,0,571.9515,61.69689,2.11107,0,114.4362,124.2635,2.33983,264.9689614402,264.968961439333,0.000677923579430459,146.691433640151,146.691433639768,0.000335042072285689,89.99986,89.99986,42.1539,0.0000900275
1.089999,S,1.089999,0.1295504,0,0.9154165,0,572.5142,61.66764,2.186654,0,114.4092,124.2635,2.34625,265.363683274945,265.363683274073,0.000680314785058196,149.345070413586,149.345070413195,0.000341845219984209,89.99986,89.99986,43.64735,0.00009341194
1.099999,S,1.099999,0.1318946,0,0.9142974,0,573.0769,61.63835,2.263624,0,114.3822,124.2635,2.35267,265.758254111254,265.758254110377,0.000682685989381168,152.002652895297,152.002652894897,0.000348672079725428,89.99986,89.99986,45.16738,0.00009686453
1.109999,S,1.109999,0.1342423,0,0.9131955,0,573.6396,61.60904,2.341985,0,114.3553,124.2635,2.359089,266.15255076619,266.152550765308,0.000685038094314977,154.664178343469,154.66417834306,0.00035552246051546,89.99986,89.99986,46.71402,0.0001003855
1.119999,S,1.119999,0.1365936,0,0.9121101,0,574.2024,61.5797,2.421741,0,114.3283,124.2635,2.365509,266.546656686258,266.546656685372,0.000687371600081719,157.329644850753,157.329644850336,0.000362396176362638,89.99986,89.99986,48.28732,0.0001039751
1.129999,S,1.129999,0.1389484,0,0.911041,0,574.4806,61.55032,2.502892,0,114.3014,124.2635,2.371929,266.791886094922,266.791886094031,0.000689344089497645,159.99756365207,159.997563651644,0.000369289617103534,89.99986,89.99986,49.88729,0.0001076335
1.139999,S,1.139999,0.1413053,0,0.9099883,0,574.569,61.52093,2.5854,0,114.2744,124.2635,2.378348,266.937484350795,266.9374843499,0.000691068218642333,162.666938435913,162.666938435478,0.000376200299135492,89.99986,89.99986,51.51396,0.000111361
1.149999,S,1.149999,0.1436636,0,0.9089519,0,574.6575,61.49152,2.669232,0,114.2474,124.2635,2.384768,267.082562059424,267.082562058526,0.000692772376798749,165.33776399681,165.337763996366,0.000383128022748633,89.99986,89.99986,53.16734,0.0001151576
1.159999,S,1.159999,0.1460233,0,0.9079313,0,574.746,61.46212,2.754391,0,114.2205,124.2635,2.391188,267.22709140531,267.227091404408,0.00069445704145162,168.010034851133,168.01003485068,0.000390072593007926,89.99986,89.99986,54.84744,0.0001190236
1.169999,S,1.169999,0.1483842,0,0.9069262,0,574.8345,61.43271,2.840875,0,114.1935,124.2635,2.397608,267.371151861313,267.371151860407,0.000696122925038481,170.683746309984,170.683746309522,0.000397033822102715,89.99986,89.99986,56.55428,0.0001229591
1.179999,S,1.179999,0.1507465,0,0.9059361,0,574.9229,61.40329,2.928684,0,114.1665,124.2635,2.404027,267.514576534424,267.514576533514,0.000697770505044059,173.358892015534,173.358892015063,0.000404011526997192,89.99986,89.99986,58.28786,0.0001269644
1.189999,S,1.189999,0.15311,0,0.9049606,0,575.0114,61.37387,3.017819,0,114.1396,124.2635,2.410447,267.65758000137,267.657580000456,0.000699400296848697,176.035467755721,176.035467755241,0.000411005529809351,89.99986,89.99986,60.04822,0.0001310395
1.199999,S,1.199999,0.1554749,0,0.9039994,0,575.0999,61.34445,3.108279,0,114.1126,124.2635,2.416867,267.799967553638,267.799967552721,0.000701012489930462,178.713467371399,178.71346737091,0.000418015654551967,89.99986,89.99986,61.83535,0.0001351846
1.209999,S,1.209999,0.1578411,0,0.9030522,0,575.1884,61.31502,3.200066,0,114.0856,124.2635,2.423286,267.941870321452,267.941870320531,0.000702607872518114,181.392886014724,181.392886014226,0.000425041733120103,89.99986,89.99986,63.64928,0.0001393998
1.219999,S,1.219999,0.1602085,0,0.9021185,0,575.2768,61.28558,3.293179,0,114.0587,124.2635,2.429706,268.083260489309,268.083260488384,0.000704186656827088,184.073718559696,184.073718559189,0.000432083599530976,89.99986,89.99986,65.49002,0.0001436855
1.229999,S,1.229999,0.1625773,0,0.901198,0,575.3652,61.25615,3.387618,0,114.0317,124.2635,2.436126,268.223987058772,268.223987057844,0.000705749388554217,186.755958370331,186.755958369815,0.000439141093258771,89.99986,89.99986,67.35758,0.0001480416
1.239999,S,1.239999,0.1649473,0,0.9002904,0,575.4537,61.2267,3.483382,0,114.0048,124.2635,2.442545,268.364260632926,268.364260631994,0.00070729646181388,189.439600916676,189.439600916151,0.000446214057718817,89.99986,89.99986,69.25198,0.0001524684
1.249999,S,1.249999,0.1673187,0,0.8993954,0,575.5422,61.19726,3.580476,0,113.9778,124.2635,2.448965,268.503969949764,268.503969948828,0.000708828035767654,192.124640556159,192.124640555624,0.000453302337918058,89.99986,89.99986,71.17323,0.000156966
1.259999,S,1.259999,0.1696913,0,0.8985127,0,575.6307,61.16781,3.678895,0,113.9508,124.2635,2.455385,268.643146798428,268.643146797489,0.000710344777378335,194.811071964096,194.811071963552,0.000460405785533067,89.99986,89.99986,73.12134,0.0001615345
1.269999,S,1.269999,0.1720652,0,0.8976418,0,575.7191,61.13835,3.77864,0,113.9239,124.2635,2.461804,268.781787205278,268.781787204335,0.00071184687612399,197.498889776071,197.498889775518,0.000467524254135197,89.99986,89.99986,75.09633,0.0001661741
