Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,Yaw Pos,Pitch Pos,Drag Force,Side Force,Lift Force,Roll Moment,Pitch Moment,Yaw Moment,Valve Position,cDAQ1Mod2/ai1,cDAQ1Mod2/ai10,cDAQ1Mod2/ai11,cDAQ1Mod2/ai12,cDAQ1Mod2/ai13,N1,N2,S1,S2,RM,AF
Type,USC / SI,Time,fps / m/s,PSI / Pascals,°F / °C,% / %,PSI / Pascals,PSI / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,Deg / Deg,Deg / Deg,lbf / N,lbf / N,lbf / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,% / %, / , / , / , / , / ,mV / mV,mV / mV,mV / mV,mV / mV,mV / mV,mV / mV
Mult,USC,220307 02:22:43.475930,   49.841799,   14.572480,   70.164883,   55.584874,    0.019800,   -0.000210,  284.076865,   14.205000,    3.218448,    1.060000,   73.000000,    0.000006,    7.998888,   -0.511551,   -0.340534,   -5.588858,   -2.177825,   47.050132,    0.798383,   -2.072649,    1.052757,   -0.000000,    0.000001,    0.000003,   -0.000001,    0.000096,    0.000096,    0.000096,    0.000097,    0.000096,    0.000096
Mult,USC,220307 02:22:43.575930,   49.701856,   14.572500,   70.144054,   55.499519,    0.019690,   -0.000210,  284.076865,   14.205000,    3.352550,    1.710000,   74.000000,    0.000006,    7.998901,   -0.505879,   -0.338123,   -5.566761,   -2.212131,   46.951017,    0.698435,   -2.152503,    1.051476,    0.000000,   -0.000000,   -0.000003,    0.000000,    0.000096,    0.000097,    0.000097,    0.000097,    0.000097,    0.000097
Mult,USC,220307 02:22:43.675930,   49.905951,   14.572500,   70.190197,   55.579426,    0.019850,   -0.000210,  284.195280,   14.211000,    3.486652,    1.320000,   73.000000,    0.000009,    7.998912,   -0.511023,   -0.333722,   -5.560524,   -2.183975,   46.891305,    0.756033,   -2.115056,    1.052753,   -0.000000,   -0.000000,    0.000003,    0.000001,    0.000097,    0.000096,    0.000097,    0.000096,    0.000096,    0.000097
Mult,USC,220307 02:22:43.775930,   49.819450,   14.572510,   70.221315,   55.573582,    0.019780,   -0.000210,  284.313695,   14.217000,    3.352550,    1.310000,   74.000000,    0.000006,    7.998924,   -0.505176,   -0.346647,   -5.552420,   -2.185324,   46.812633,    0.749373,   -2.126754,    1.045166,   -0.000000,    0.000000,    0.000002,    0.000002,    0.000097,    0.000097,    0.000097,    0.000097,    0.000096,    0.000096
Mult,USC,220307 02:22:43.875930,   49.692218,   14.572490,   70.198935,   55.563547,    0.019680,   -0.000210,  284.432109,   14.223000,    3.352550,    1.020000,   73.000000,    0.000006,    7.998935,   -0.502087,   -0.347538,   -5.528347,   -2.158807,   46.582372,    0.766894,   -1.999407,    1.048389,   -0.000000,   -0.000000,    0.000003,    0.000001,    0.000096,    0.000096,    0.000096,    0.000096,    0.000096,    0.000096
Mult,USC,220307 02:22:43.975930,   49.904348,   14.572440,   70.156082,   55.603082,    0.019850,   -0.000210,  284.609731,   14.232000,    3.218448,    1.000000,   74.000000,    0.000006,    7.998950,   -0.510657,   -0.347487,   -5.527709,   -2.158337,   46.583143,    0.695825,   -2.099098,    1.053543,   -0.000000,    0.000000,    0.000002,   -0.000002,    0.000096,    0.000096,    0.000096,    0.000095,    0.000096,    0.000096
Mult,USC,220307 02:22:44.075930,   49.499698,   14.572420,   70.141540,   55.579775,    0.019530,   -0.000200,  284.728146,   14.238000,    3.218448,    1.090000,   73.000000,    0.000006,    7.998963,   -0.502780,   -0.348686,   -5.514736,   -2.161580,   46.555236,    0.736089,   -2.044865,    1.049498,   -0.000000,    0.000000,    0.000002,   -0.000003,    0.000095,    0.000095,    0.000095,    0.000095,    0.000095,    0.000095
Mult,USC,220307 02:22:44.175930,   49.655493,   14.572450,   70.220183,   55.565806,    0.019650,   -0.000200,  284.905768,   14.247000,    3.218448,    0.840000,   73.000000,    0.000006,    7.998974,   -0.508253,   -0.342265,   -5.529586,   -2.169015,   46.638167,    0.761745,   -2.099797,    1.045996,   -0.000001,   -0.000000,    0.000003,    0.000001,    0.000096,    0.000096,    0.000095,    0.000095,    0.000095,    0.000095
Mult,USC,220307 02:22:44.275929,   49.739514,   14.572430,   70.138920,   55.479169,    0.019720,   -0.000190,  285.024183,   14.253000,    3.218448,    1.240000,   74.000000,    0.000006,    7.998987,   -0.503270,   -0.347541,   -5.526238,   -2.145817,   46.565059,    0.773454,   -2.143412,    1.058861,    0.000000,   -0.000000,   -0.000003,    0.000001,    0.000095,    0.000096,    0.000096,    0.000095,    0.000096,    0.000096
Mult,USC,220307 02:22:44.375929,   49.765312,   14.572420,   70.144830,   55.591999,    0.019740,   -0.000200,  285.201805,   14.265000,    3.352550,    1.280000,   74.000000,    0.000006,    7.999000,   -0.506292,   -0.349600,   -5.501089,   -2.151232,   46.410793,    0.709208,   -2.229242,    1.050388,   -0.000000,    0.000000,    0.000001,   -0.000003,    0.000095,    0.000096,    0.000096,    0.000095,    0.000095,    0.000095
Mult,USC,220307 02:22:44.475929,   49.675415,   14.572430,   70.115786,   55.560031,    0.019670,   -0.000200,  285.379427,   14.271000,    3.352550,    1.310000,   74.000000,    0.000009,    7.999012,   -0.505325,   -0.352713,   -5.530001,   -2.174476,   46.614406,    0.763907,   -1.982050,    1.048264,    0.000000,    0.000000,    0.000001,   -0.000003,    0.000095,    0.000095,    0.000095,    0.000095,    0.000096,    0.000095
Mult,USC,220307 02:22:44.575929,   49.096682,   14.572410,   70.225212,   55.545410,    0.019210,   -0.000200,  285.557049,   14.280000,    3.218448,    1.010000,   73.000000,    0.000006,    7.999025,   -0.511466,   -0.357447,   -5.545787,   -2.183294,   46.806902,    0.727736,   -1.974294,    1.048145,   -0.000000,    0.000000,    0.000002,    0.000002,    0.000096,    0.000096,    0.000096,    0.000096,    0.000096,    0.000096
Mult,USC,220307 02:22:44.675929,   49.540128,   14.572400,   70.188227,   55.579752,    0.019560,   -0.000200,  285.675464,   14.289000,    3.352550,    1.270000,   74.000000,    0.000006,    7.999036,   -0.517306,   -0.341479,   -5.571986,   -2.167095,   46.993613,    0.818890,   -1.899907,    1.053083,   -0.000000,    0.000000,    0.000003,    0.000001,    0.000095,    0.000095,    0.000096,    0.000095,    0.000096,    0.000096
Mult,USC,220307 02:22:44.775929,   49.625904,   14.572420,   70.138313,   55.494909,    0.019630,   -0.000200,  285.853086,   14.298000,    3.486652,    2.130000,   74.000000,    0.000006,    7.999051,   -0.514845,   -0.346549,   -5.562384,   -2.214310,   46.978446,    0.702421,   -2.132667,    1.046923,    0.000000,   -0.000000,   -0.000003,    0.000001,    0.000096,    0.000096,    0.000096,    0.000096,    0.000097,    0.000096
Mult,USC,220307 02:22:44.875929,   49.666984,   14.572450,   70.197468,   55.576679,    0.019660,   -0.000210,  286.089915,   14.310000,    3.754856,    1.950000,   74.000000,    0.000009,    7.999062,   -0.518501,   -0.354866,   -5.592713,   -2.221266,   47.170904,    0.752613,   -1.930170,    1.046385,   -0.000000,    0.000000,    0.000003,   -0.000000,    0.000096,    0.000096,    0.000097,    0.000097,    0.000097,    0.000096
Mult,USC,220307 02:22:58.875916,   50.115650,   14.572520,   70.126096,   55.496841,    0.020020,   -0.000220,  290.116015,   14.511000,    3.620754,    2.030000,   74.000000,    0.000006,    9.998865,   -0.659109,   -0.382942,   -6.332639,   -2.548002,   53.588455,    0.831030,   -2.680140,    0.996664,   -0.000000,   -0.000000,    0.000001,    0.000003,    0.000109,    0.000109,    0.000109,    0.000110,    0.000109,    0.000109
Mult,USC,220307 02:22:58.975915,   49.991696,   14.572540,   70.150990,   55.546155,    0.019920,   -0.000210,  290.234430,   14.517000,    3.620754,    1.530000,   74.000000,    0.000009,    9.998861,   -0.661739,   -0.388700,   -6.340926,   -2.534152,   53.669513,    0.893173,   -2.749758,    0.997459,   -0.000000,   -0.000000,    0.000002,    0.000002,    0.000109,    0.000109,    0.000109,    0.000109,    0.000108,    0.000110
Mult,USC,220307 02:22:59.075915,   50.265868,   14.572540,   70.131461,   55.497214,    0.020140,   -0.000210,  290.352844,   14.523000,    3.352550,    0.900000,   74.000000,    0.000009,    9.998861,   -0.660618,   -0.383604,   -6.337058,   -2.528510,   53.644359,    0.862383,   -2.632265,    1.001547,   -0.000000,   -0.000000,    0.000001,    0.000003,    0.000110,    0.000110,    0.000110,    0.000110,    0.000110,    0.000111
Mult,USC,220307 02:22:59.175915,   50.253242,   14.572550,   70.128715,   55.503640,    0.020130,   -0.000210,  290.412052,   14.526000,    3.084346,    0.890000,   74.000000,    0.000009,    9.998863,   -0.659264,   -0.376266,   -6.343767,   -2.544761,   53.687018,    0.870091,   -2.587252,    1.010197,    0.000000,   -0.000000,    0.000001,    0.000003,    0.000110,    0.000110,    0.000111,    0.000110,    0.000110,    0.000110
Mult,USC,220307 02:22:59.275915,   50.200347,   14.572560,   70.072955,   55.490438,    0.020090,   -0.000210,  290.471259,   14.529000,    3.084346,    0.380000,   73.000000,    0.000006,    9.998868,   -0.663034,   -0.388132,   -6.356571,   -2.557743,   53.820994,    0.827957,   -2.620313,    1.012295,    0.000000,   -0.000000,   -0.000002,    0.000002,    0.000111,    0.000111,    0.000111,    0.000111,    0.000111,    0.000111
Mult,USC,220307 02:22:59.375915,   50.808680,   14.572560,   70.068282,   55.519426,    0.020580,   -0.000200,  290.530466,   14.529000,    2.816142,    0.110000,   74.000000,    0.000009,    9.998872,   -0.670898,   -0.380615,   -6.388326,   -2.563713,   54.034726,    0.891132,   -2.611157,    1.013567,    0.000000,   -0.000000,   -0.000003,    0.000002,    0.000111,    0.000111,    0.000111,    0.000112,    0.000112,    0.000111
Mult,USC,220307 02:22:59.475915,   50.784517,   14.572520,   70.078319,   55.491300,    0.020560,   -0.000200,  290.471259,   14.526000,    2.816142,    0.270000,   74.000000,    0.000006,    9.998876,   -0.670551,   -0.393382,   -6.408252,   -2.578603,   54.198598,    0.828215,   -2.589986,    1.018784,    0.000000,   -0.000000,   -0.000002,    0.000003,    0.000111,    0.000112,    0.000112,    0.000111,    0.000111,    0.000112
Mult,USC,220307 02:22:59.575915,   50.887236,   14.572510,   70.151891,   55.544106,    0.020640,   -0.000190,  290.412052,   14.523000,    2.682040,   -9.480000,   74.000000,    0.000006,    9.998885,   -0.667174,   -0.397177,   -6.378804,   -2.548926,   53.947750,    0.878674,   -2.551139,    1.007372,   -0.000000,   -0.000000,    0.000003,   -0.000000,    0.000111,    0.000111,    0.000111,    0.000111,    0.000112,    0.000111
Mult,USC,220307 02:22:59.675915,   50.683783,   14.572510,   70.040664,   55.542848,    0.020480,   -0.000190,  290.293637,   14.514000,    2.279734,   -8.980000,   74.000000,    0.000006,    9.998891,   -0.663178,   -0.400978,   -6.343315,   -2.537693,   53.707169,    0.845776,   -2.599522,    1.005486,    0.000000,   -0.000000,   -0.000003,   -0.000000,    0.000111,    0.000111,    0.000111,    0.000111,    0.000110,    0.000111
Mult,USC,220307 02:22:59.775915,   50.933313,   14.572540,   70.094371,   55.490322,    0.020680,   -0.000190,  290.116015,   14.502000,    2.011530,   -8.520000,   75.000000,    0.000009,    9.998900,   -0.664647,   -0.395858,   -6.350092,   -2.530029,   53.728304,    0.870600,   -2.598187,    0.999489,    0.000000,   -0.000000,   -0.000001,    0.000003,    0.000110,    0.000112,    0.000111,    0.000110,    0.000111,    0.000111
Mult,USC,220307 02:22:59.875915,   50.136924,   14.572520,   70.049569,   55.589252,    0.020040,   -0.000200,  289.760771,   14.487000,    2.011530,   -8.930000,   75.000000,    0.000006,    9.998908,   -0.665265,   -0.390378,   -6.356579,   -2.531951,   53.825702,    0.947231,   -2.556098,    1.000826,    0.000000,    0.000000,   -0.000001,   -0.000002,    0.000111,    0.000110,    0.000109,    0.000111,    0.000110,    0.000110
Mult,USC,220307 02:22:59.975914,   50.315475,   14.572530,   70.125195,   55.507761,    0.020180,   -0.000200,  289.464734,   14.469000,    2.011530,   -8.720000,   75.000000,    0.000009,    9.998917,   -0.664123,   -0.392031,   -6.359144,   -2.558850,   53.829302,    0.883141,   -2.619867,    1.005093,   -0.000000,   -0.000000,    0.000001,    0.000002,    0.000110,    0.000111,    0.000111,    0.000111,    0.000110,    0.000111
Mult,USC,220307 02:23:00.075914,   49.611694,   14.572540,   70.111302,   55.504944,    0.019620,   -0.000200,  289.109490,   14.451000,    2.145632,   -9.550000,   75.000000,    0.000009,    9.998928,   -0.666873,   -0.377925,   -6.345766,   -2.524693,   53.726472,    0.854589,   -2.644536,    1.010529,    0.000000,   -0.000000,   -0.000000,    0.000003,    0.000111,    0.000110,    0.000109,    0.000110,    0.000111,    0.000110
Mult,USC,220307 02:23:00.175914,   49.625537,   14.572530,   70.132173,   55.554420,    0.019630,   -0.000210,  288.754246,   14.436000,    2.413836,   -9.990000,   74.000000,    0.000009,    9.998936,   -0.661845,   -0.371354,   -6.334683,   -2.537042,   53.619426,    0.762455,   -2.633537,    1.008562,   -0.000000,   -0.000000,    0.000003,    0.000000,    0.000109,    0.000109,    0.000109,    0.000110,    0.000109,    0.000109
Mult,USC,220307 02:23:00.275914,   49.772970,   14.572510,   70.055080,   55.517260,    0.019750,   -0.000200,  288.458209,   14.421000,    2.816142,    0.940000,   74.000000,    0.000009,    9.998949,   -0.660904,   -0.378065,   -6.340436,   -2.523456,   53.678486,    0.850850,   -2.613319,    1.021923,    0.000001,   -0.000000,   -0.000003,    0.000001,    0.000109,    0.000110,    0.000110,    0.000110,    0.000110,    0.000110
Mult,USC,220307 02:23:00.375914,   49.949720,   14.572500,   70.068764,   55.485432,    0.019890,   -0.000210,  288.221380,   14.415000,    3.352550,    1.730000,   74.000000,    0.000006,    9.998962,   -0.665295,   -0.379826,   -6.335442,   -2.533052,   53.591088,    0.884490,   -2.680839,    1.006927,    0.000000,   -0.000000,   -0.000002,    0.000002,    0.000111,    0.000110,    0.000110,    0.000110,    0.000110,    0.000110
Mult,USC,220307 02:23:00.475914,   49.923208,   14.572540,   70.039993,   55.555724,    0.019870,   -0.000210,  288.162172,   14.412000,    3.486652,    1.450000,   74.000000,    0.000009,    9.998971,   -0.657243,   -0.377757,   -6.310180,   -2.501129,   53.418865,    0.901851,   -2.657633,    0.927311,    0.000000,    0.000000,   -0.000002,   -0.000002,    0.000109,    0.000109,    0.000109,    0.000110,    0.000109,    0.000110
Mult,USC,220307 02:23:00.575914,   49.746277,   14.572550,   70.027839,   55.510485,    0.019730,   -0.000210,  288.102965,   14.409000,    3.352550,    1.260000,   74.000000,    0.000006,    9.998986,   -0.657238,   -0.377092,   -6.309043,   -2.525164,   53.350260,    0.810823,   -2.734626,    0.957504,    0.000000,   -0.000000,   -0.000003,   -0.000001,    0.000109,    0.000110,    0.000110,    0.000109,    0.000109,    0.000109
Mult,USC,220307 02:23:00.675914,   49.966133,   14.572550,   70.141351,   55.569834,    0.019900,   -0.000210,  288.162172,   14.409000,    3.218448,    1.100000,   74.000000,    0.000009,    9.998996,   -0.652683,   -0.377337,   -6.295338,   -2.496846,   53.235827,    0.802027,   -2.748105,    0.994244,   -0.000000,   -0.000000,    0.000003,   -0.000000,    0.000110,    0.000110,    0.000110,    0.000111,    0.000109,    0.000110
Mult,USC,220307 02:23:00.775914,   49.561657,   14.572540,   70.119810,   55.559915,    0.019580,   -0.000200,  288.162172,   14.412000,    3.218448,    1.120000,   74.000000,    0.000009,    9.999011,   -0.653515,   -0.379587,   -6.285860,   -2.489565,   53.216641,    0.844789,   -2.734436,    1.056564,   -0.000000,    0.000000,    0.000003,   -0.000000,    0.000109,    0.000109,    0.000109,    0.000109,    0.000109,    0.000109
Mult,USC,220307 02:23:11.675903,   50.063578,   14.572700,   70.091395,   55.550858,    0.019980,   -0.000210,  291.714613,   14.589000,    2.816142,    0.040000,   74.000000,    0.000006,   11.999070,   -0.752993,   -0.418775,   -6.798313,   -2.759783,   57.489952,    0.833785,   -3.406458,    1.007868,   -0.000000,   -0.000000,    0.000003,    0.000001,    0.000119,    0.000120,    0.000119,    0.000119,    0.000120,    0.000120
Mult,USC,220307 02:23:11.775903,   50.034799,   14.572730,   70.023544,   55.484175,    0.019960,   -0.000220,  291.714613,   14.589000,    2.816142,    0.230000,   74.000000,    0.000006,   11.999083,   -0.752817,   -0.420461,   -6.816956,   -2.687233,   57.629159,    0.954318,   -3.446703,    1.010839,    0.000000,   -0.000000,   -0.000001,    0.000003,    0.000120,    0.000119,    0.000119,    0.000120,    0.000120,    0.000119
Mult,USC,220307 02:23:11.875903,   50.374363,   14.572700,   70.065411,   55.508669,    0.020230,   -0.000210,  291.655406,   14.586000,    2.816142,    0.460000,   74.000000,    0.000006,   11.999096,   -0.759724,   -0.425476,   -6.820729,   -2.722632,   57.666778,    0.979199,   -3.457194,    0.988356,   -0.000000,   -0.000000,    0.000000,    0.000002,    0.000119,    0.000119,    0.000119,    0.000119,    0.000119,    0.000120
Mult,USC,220307 02:23:11.975903,   50.444103,   14.572720,   69.970675,   55.537703,    0.020290,   -0.000220,  291.596199,   14.586000,    2.950244,    0.610000,   74.000000,    0.000006,   11.999109,   -0.750790,   -0.426113,   -6.840930,   -2.708207,   57.794267,    1.042362,   -3.437929,    1.009527,    0.000000,   -0.000000,   -0.000003,   -0.000001,    0.000119,    0.000120,    0.000118,    0.000119,    0.000119,    0.000119
Mult,USC,220307 02:23:12.075903,   50.549989,   14.572630,   70.092066,   55.553745,    0.020370,   -0.000230,  291.596199,   14.580000,    2.816142,    0.110000,   74.000000,    0.000006,   11.999122,   -0.758365,   -0.425234,   -6.850781,   -2.726563,   57.962793,    0.899967,   -3.442825,    1.010925,   -0.000000,   -0.000000,    0.000003,    0.000001,    0.000118,    0.000118,    0.000118,    0.000119,    0.000118,    0.000118
Mult,USC,220307 02:23:12.175903,   50.545871,   14.572630,   70.016356,   55.484455,    0.020370,   -0.000230,  291.477784,   14.577000,    2.682040,   -9.910000,   74.000000,    0.000006,   11.999135,   -0.760273,   -0.427502,   -6.852594,   -2.720649,   57.910922,    0.903849,   -3.449691,    1.011526,    0.000000,   -0.000000,   -0.000001,    0.000002,    0.000118,    0.000119,    0.000119,    0.000119,    0.000118,    0.000119
Mult,USC,220307 02:23:12.275903,   50.611895,   14.572630,   70.090724,   55.543128,    0.020420,   -0.000230,  291.300162,   14.568000,    2.547938,   -9.660000,   74.000000,    0.000006,   11.999147,   -0.750139,   -0.420963,   -6.805396,   -2.729710,   57.576374,    0.964100,   -3.436213,    1.008894,   -0.000000,   -0.000000,    0.000002,    0.000002,    0.000119,    0.000118,    0.000118,    0.000118,    0.000119,    0.000119
Mult,USC,220307 02:23:12.375903,   50.547801,   14.572600,   70.051707,   55.497493,    0.020370,   -0.000230,  291.181747,   14.559000,    2.413836,   -9.480000,   74.000000,    0.000006,   11.999162,   -0.750351,   -0.415698,   -6.827024,   -2.761171,   57.705366,    1.018222,   -3.448102,    1.010096,    0.000000,   -0.000000,    0.000001,    0.000002,    0.000119,    0.000119,    0.000119,    0.000119,    0.000119,    0.000119
Mult,USC,220307 02:23:12.475903,   50.883350,   14.572580,   70.081483,   55.519170,    0.020640,   -0.000220,  290.944918,   14.547000,    2.413836,   -9.310000,   74.000000,    0.000006,   11.999175,   -0.736489,   -0.416652,   -6.768335,   -2.723589,   57.221124,    0.946325,   -3.392534,    1.010824,   -0.000000,   -0.000000,    0.000001,    0.000003,    0.000118,    0.000118,    0.000118,    0.000118,    0.000118,    0.000118
Mult,USC,220307 02:23:12.575902,   50.569001,   14.572560,   69.978030,   55.572139,    0.020390,   -0.000220,  290.708088,   14.535000,    2.279734,   -9.280000,   74.000000,    0.000006,   11.999188,   -0.740580,   -0.422028,   -6.794229,   -2.767799,   57.440279,    0.903124,   -3.445622,    1.007660,    0.000000,   -0.000000,   -0.000001,   -0.000003,    0.000118,    0.000118,    0.000119,    0.000119,    0.000119,    0.000118
Mult,USC,220307 02:23:12.675902,   50.337678,   14.572580,   70.074380,   55.510788,    0.020200,   -0.000210,  290.412052,   14.520000,    2.145632,   -8.960000,   74.000000,    0.000006,   11.999207,   -0.740416,   -0.419052,   -6.793539,   -2.725078,   57.432597,    0.893314,   -3.383188,    1.012121,   -0.000000,   -0.000001,    0.000001,    0.000002,    0.000118,    0.000119,    0.000119,    0.000118,    0.000119,    0.000119
Mult,USC,220307 02:23:12.775902,   50.125658,   14.572600,   70.077188,   55.568413,    0.020030,   -0.000200,  290.116015,   14.502000,    2.011530,   -8.950000,   75.000000,    0.000006,   11.999225,   -0.740136,   -0.414092,   -6.752981,   -2.709255,   57.120568,    0.937932,   -3.495722,    1.013176,   -0.000000,    0.000000,    0.000003,   -0.000001,    0.000118,    0.000117,    0.000118,    0.000118,    0.000117,    0.000118
Mult,USC,220307 02:23:12.875902,   50.175529,   14.572570,   70.075197,   55.524036,    0.020070,   -0.000200,  289.819978,   14.487000,    2.145632,   -9.320000,   74.000000,    0.000006,   11.999242,   -0.718100,   -0.396701,   -6.674883,   -2.598665,   56.372595,    0.988229,   -3.446512,    1.012011,   -0.000000,    0.000000,    0.000002,    0.000002,    0.000117,    0.000116,    0.000116,    0.000116,    0.000116,    0.000116
Mult,USC,220307 02:23:12.975902,   49.999439,   14.572550,   70.060026,   55.510136,    0.019930,   -0.000200,  289.523941,   14.472000,    2.413836,    0.000000,   74.000000,    0.000006,   11.999265,   -0.734360,   -0.413201,   -6.674944,   -2.605773,   56.426924,    0.886488,   -3.462025,    1.012897,   -0.000000,   -0.000000,    0.000001,    0.000003,    0.000116,    0.000117,    0.000116,    0.000117,    0.000116,    0.000116
Mult,USC,220307 02:23:13.075902,   49.922504,   14.572570,   70.030417,   55.486760,    0.019870,   -0.000200,  289.168697,   14.457000,    2.682040,    0.300000,   74.000000,    0.000006,   11.999289,   -0.730792,   -0.411976,   -6.680866,   -2.554956,   56.512417,    0.907254,   -3.421081,    1.014597,    0.000000,   -0.000000,   -0.000001,    0.000003,    0.000116,    0.000116,    0.000116,    0.000115,    0.000116,    0.000116
Mult,USC,220307 02:23:13.175902,   49.925270,   14.572570,   70.081651,   55.539542,    0.019870,   -0.000200,  288.991075,   14.448000,    2.816142,    0.450000,   74.000000,    0.000006,   11.999313,   -0.737860,   -0.413172,   -6.687165,   -2.591499,   56.565049,    0.950350,   -3.463233,    1.008709,   -0.000000,   -0.000000,    0.000001,    0.000002,    0.000118,    0.000116,    0.000117,    0.000117,    0.000117,    0.000117
Mult,USC,220307 02:23:13.275902,   49.994731,   14.572580,   69.968663,   55.538611,    0.019930,   -0.000200,  288.872661,   14.439000,    2.950244,    0.720000,   74.000000,    0.000006,   11.999343,   -0.733402,   -0.411904,   -6.698757,   -2.648585,   56.695239,    0.930763,   -3.523315,    1.006903,    0.000000,    0.000000,   -0.000003,   -0.000002,    0.000117,    0.000117,    0.000117,    0.000117,    0.000117,    0.000116
Mult,USC,220307 02:23:13.375902,   49.998872,   14.572580,   70.050282,   55.504920,    0.019930,   -0.000200,  288.695039,   14.433000,    3.084346,    0.910000,   74.000000,    0.000006,   11.999379,   -0.738835,   -0.407965,   -6.713101,   -2.603794,   56.820254,    0.937006,   -3.460627,    1.021908,    0.000000,   -0.000000,   -0.000001,    0.000002,    0.000117,    0.000117,    0.000117,    0.000117,    0.000117,    0.000118
Mult,USC,220307 02:23:13.475902,   50.096911,   14.572610,   70.004999,   55.585969,    0.020010,   -0.000210,  288.576624,   14.427000,    3.218448,    0.930000,   73.000000,    0.000006,   11.999420,   -0.725442,   -0.402218,   -6.700464,   -2.646103,   56.699410,    0.896106,   -3.462343,    1.012962,   -0.000000,    0.000000,    0.000001,   -0.000003,    0.000117,    0.000116,    0.000117,    0.000116,    0.000117,    0.000117
Mult,USC,220307 02:23:13.575901,   50.425306,   14.572570,   70.079870,   55.588623,    0.020270,   -0.000210,  288.517417,   14.424000,    3.084346,    0.810000,   73.000000,    0.000006,   11.999463,   -0.734029,   -0.409946,   -6.702796,   -2.599509,   56.728706,    0.894535,   -3.474678,    1.013857,   -0.000000,   -0.000000,    0.000003,    0.000001,    0.000116,    0.000116,    0.000117,    0.000116,    0.000116,    0.000116
