Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,Yaw Pos,Pitch Pos,Drag Force,Side Force,Lift Force,Roll Moment,Pitch Moment,Yaw Moment,Valve Position,cDAQ1Mod2/ai1,cDAQ1Mod2/ai10,cDAQ1Mod2/ai11,cDAQ1Mod2/ai12,cDAQ1Mod2/ai13,N1,N2,S1,S2,RM,AF
Type,USC / SI,Time,fps / m/s,PSI / Pascals,°F / °C,% / %,PSI / Pascals,PSI / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,Deg / Deg,Deg / Deg,lbf / N,lbf / N,lbf / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,% / %, / , / , / , / , / ,mV / mV,mV / mV,mV / mV,mV / mV,mV / mV,mV / mV
Mult,USC,220307 02:20:58.176031,   49.714913,   14.570060,   71.324101,   54.965615,    0.019650,   -0.000200,  278.274545,   13.917000,    3.084346,    0.660000,   74.000000,    0.000000,   -3.999873,   -0.048173,   -0.042082,   -0.785078,   -0.171350,    5.269530,    0.067614,   -2.836860,    1.035187,   -0.000000,    0.000000,    0.000002,   -0.000002,    0.000010,    0.000010,    0.000010,    0.000009,    0.000010,    0.000010
Mult,USC,220307 02:20:58.276031,   49.992527,   14.570070,   71.325085,   54.987431,    0.019870,   -0.000200,  278.452167,   13.923000,    2.950244,    0.750000,   74.000000,    0.000000,   -3.999914,   -0.051758,   -0.038811,   -0.786789,   -0.171880,    5.288470,    0.058763,   -2.695653,    1.037111,   -0.000000,   -0.000000,    0.000002,   -0.000002,    0.000010,    0.000010,    0.000010,    0.000009,    0.000010,    0.000010
Mult,USC,220307 02:20:58.376030,   49.711569,   14.570060,   71.262577,   54.890620,    0.019650,   -0.000210,  278.511374,   13.926000,    3.084346,    0.980000,   74.000000,    0.000000,   -3.999955,   -0.052500,   -0.039606,   -0.785325,   -0.185745,    5.272047,    0.048134,   -2.992818,    1.032389,    0.000000,   -0.000000,   -0.000003,    0.000000,    0.000010,    0.000010,    0.000009,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:58.476030,   49.926339,   14.570090,   71.264359,   54.955417,    0.019820,   -0.000210,  278.688996,   13.932000,    3.084346,    0.490000,   74.000000,    0.000000,   -3.999989,   -0.051171,   -0.040537,   -0.783415,   -0.203655,    5.303365,    0.025352,   -3.204915,    1.038908,    0.000000,    0.000000,   -0.000002,   -0.000002,    0.000010,    0.000010,    0.000011,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:58.576030,   50.252314,   14.570090,   71.259497,   54.883658,    0.020080,   -0.000210,  278.807411,   13.938000,    2.950244,    0.620000,   74.000000,    0.000000,   -4.000021,   -0.052831,   -0.047531,   -0.775662,   -0.198631,    5.264999,    0.048760,   -3.235496,    1.040798,    0.000001,   -0.000000,   -0.000003,   -0.000000,    0.000009,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:58.676030,   49.893735,   14.570100,   71.366450,   54.931226,    0.019790,   -0.000210,  278.925826,   13.944000,    2.950244,    0.610000,   74.000000,    0.000000,   -4.000051,   -0.052539,   -0.048001,   -0.793572,   -0.180603,    5.294320,    0.092213,   -3.324696,    1.037096,   -0.000000,   -0.000000,    0.000002,    0.000001,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:58.776030,   50.127366,   14.570130,   71.267837,   54.873460,    0.019980,   -0.000220,  278.985033,   13.950000,    2.816142,    0.000000,   74.000000,    0.000000,   -4.000077,   -0.047490,   -0.041583,   -0.783959,   -0.187264,    5.263682,    0.064256,   -3.430872,    1.037458,   -0.000000,   -0.000000,   -0.000003,    0.000003,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:58.876030,   49.838642,   14.570170,   71.276261,   54.984311,    0.019750,   -0.000220,  279.044241,   13.950000,    2.682040,    0.180000,   74.000000,    0.000000,   -4.000101,   -0.050805,   -0.039040,   -0.785461,   -0.193217,    5.294801,    0.013101,   -3.384841,    1.034481,    0.000000,    0.000000,   -0.000001,   -0.000002,    0.000010,    0.000010,    0.000011,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:58.976030,   50.302672,   14.570120,   71.262640,   54.973973,    0.020120,   -0.000220,  279.103448,   13.953000,    2.682040,    0.030000,   74.000000,    0.000000,   -4.000118,   -0.048498,   -0.044593,   -0.794480,   -0.215782,    5.307764,    0.011186,   -3.429346,    1.037258,    0.000000,    0.000000,   -0.000001,   -0.000003,    0.000010,    0.000011,    0.000011,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:59.076030,   50.102035,   14.570120,   71.260461,   54.926662,    0.019960,   -0.000210,  279.162655,   13.956000,    2.682040,    0.220000,   74.000000,    0.000000,   -4.000139,   -0.051746,   -0.046889,   -0.791682,   -0.186081,    5.304879,    0.121284,   -3.340655,    1.040834,    0.000001,   -0.000000,   -0.000003,    0.000001,    0.000011,    0.000011,    0.000011,    0.000010,    0.000011,    0.000011
Mult,USC,220307 02:20:59.176030,   49.596081,   14.570130,   71.233744,   54.926359,    0.019560,   -0.000200,  279.162655,   13.956000,    2.816142,    0.040000,   74.000000,    0.000000,   -4.000156,   -0.049770,   -0.048234,   -0.792855,   -0.195193,    5.310917,    0.093866,   -3.242935,    1.037542,    0.000000,   -0.000000,   -0.000003,   -0.000001,    0.000011,    0.000010,    0.000010,    0.000011,    0.000011,    0.000010
Mult,USC,220307 02:20:59.276030,   49.787105,   14.570090,   71.254342,   54.963403,    0.019710,   -0.000200,  279.162655,   13.956000,    2.682040,   -9.850000,   74.000000,    0.000000,   -4.000174,   -0.050441,   -0.048440,   -0.793327,   -0.196889,    5.313251,    0.070919,   -3.388402,    1.038948,    0.000000,   -0.000000,   -0.000002,   -0.000002,    0.000010,    0.000011,    0.000010,    0.000010,    0.000010,    0.000011
Mult,USC,220307 02:20:59.376029,   49.812428,   14.570090,   71.255369,   54.970364,    0.019730,   -0.000200,  279.162655,   13.956000,    2.816142,    0.490000,   74.000000,    0.000000,   -4.000186,   -0.051458,   -0.046883,   -0.788278,   -0.204143,    5.318570,    0.005099,   -3.306894,    1.038616,    0.000000,    0.000000,   -0.000001,   -0.000002,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:59.476029,   49.778145,   14.570150,   71.330953,   54.892133,    0.019700,   -0.000200,  279.162655,   13.959000,    2.950244,    0.760000,   74.000000,    0.000002,   -4.000197,   -0.052489,   -0.037506,   -0.790703,   -0.196422,    5.311106,    0.045928,   -3.282480,    1.041290,   -0.000000,   -0.000000,    0.000002,    0.000001,    0.000010,    0.000009,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:59.576029,   49.715199,   14.570140,   71.333404,   54.942681,    0.019650,   -0.000200,  279.221863,   13.962000,    2.950244,    0.760000,   74.000000,    0.000000,   -4.000208,   -0.048944,   -0.038037,   -0.781478,   -0.189747,    5.285049,    0.062475,   -3.436022,    1.035582,   -0.000000,   -0.000000,    0.000003,    0.000001,    0.000009,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:59.676029,   50.002221,   14.570130,   71.271567,   54.982751,    0.019880,   -0.000200,  279.281070,   13.965000,    3.084346,    0.750000,   74.000000,    0.000000,   -4.000221,   -0.050440,   -0.036335,   -0.785862,   -0.176898,    5.289041,    0.059374,   -3.068158,    1.040800,   -0.000000,    0.000000,    0.000001,   -0.000003,    0.000009,    0.000010,    0.000009,    0.000009,    0.000009,    0.000009
Mult,USC,220307 02:20:59.776029,   50.463729,   14.570140,   71.240784,   54.968292,    0.020250,   -0.000200,  279.399485,   13.971000,    3.084346,    0.820000,   74.000000,    0.000002,   -4.000229,   -0.051571,   -0.044092,   -0.786223,   -0.188049,    5.296513,    0.060356,   -2.939921,    1.041151,    0.000000,    0.000000,   -0.000002,   -0.000001,    0.000010,    0.000009,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:59.876029,   50.330677,   14.570160,   71.325672,   54.890364,    0.020140,   -0.000200,  279.458692,   13.974000,    3.084346,    0.610000,   74.000000,    0.000000,   -4.000236,   -0.051481,   -0.041511,   -0.792848,   -0.211668,    5.330018,    0.007730,   -3.007441,    1.037498,   -0.000000,   -0.000000,    0.000002,    0.000002,    0.000009,    0.000010,    0.000010,    0.000010,    0.000010,    0.000010
Mult,USC,220307 02:20:59.976029,   50.463711,   14.570160,   71.244158,   54.902634,    0.020250,   -0.000200,  279.517899,   13.977000,    2.816142,   -9.750000,   74.000000,    0.000000,   -4.000242,   -0.047549,   -0.030267,   -0.794184,   -0.202024,    5.331524,    0.016163,   -3.097976,    1.038126,    0.000001,   -0.000000,   -0.000003,    0.000001,    0.000010,    0.000011,    0.000010,    0.000010,    0.000011,    0.000010
Mult,USC,220307 02:21:00.076029,   50.513571,   14.570130,   71.241120,   54.964567,    0.020290,   -0.000200,  279.517899,   13.977000,    2.547938,   -9.440000,   74.000000,    0.000000,   -4.000249,   -0.050265,   -0.026905,   -0.793935,   -0.196100,    5.318736,    0.066360,   -2.818295,    1.061596,    0.000000,   -0.000000,   -0.000002,   -0.000002,    0.000010,    0.000011,    0.000010,    0.000010,    0.000011,    0.000010
Mult,USC,220307 02:21:11.776018,   49.910051,   14.570390,   71.196654,   55.089411,    0.019810,   -0.000200,  279.932351,   13.995000,    2.547938,   -9.930000,   74.000000,    0.000002,   -2.000902,   -0.070446,   -0.078881,   -1.429304,   -0.489828,   10.978916,    0.161145,   -2.608169,    1.029860,   -0.000000,   -0.000000,    0.000003,   -0.000001,    0.000022,    0.000021,    0.000022,    0.000022,    0.000022,    0.000022
Mult,USC,220307 02:21:11.876018,   49.618016,   14.570380,   71.168470,   55.079283,    0.019580,   -0.000200,  279.932351,   13.995000,    2.682040,    0.080000,   74.000000,    0.000002,   -2.000896,   -0.069878,   -0.093472,   -1.440032,   -0.502515,   10.950399,    0.146025,   -2.668568,    1.018652,   -0.000000,    0.000000,    0.000003,   -0.000002,    0.000022,    0.000022,    0.000022,    0.000021,    0.000021,    0.000022
Mult,USC,220307 02:21:11.976017,   49.946938,   14.570360,   71.177732,   55.104428,    0.019840,   -0.000210,  279.873143,   13.992000,    2.816142,    0.350000,   74.000000,    0.000002,   -2.000889,   -0.071360,   -0.094095,   -1.438551,   -0.504683,   10.976059,    0.111237,   -2.660240,    1.035151,   -0.000000,    0.000000,    0.000002,   -0.000002,    0.000022,    0.000022,    0.000021,    0.000022,    0.000022,    0.000022
Mult,USC,220307 02:21:12.076017,   50.082819,   14.570340,   71.136094,   54.993275,    0.019950,   -0.000210,  279.932351,   13.995000,    2.950244,    0.680000,   74.000000,    0.000002,   -2.000876,   -0.073149,   -0.089087,   -1.430017,   -0.511932,   10.939714,    0.142227,   -2.620503,    1.029377,    0.000000,   -0.000000,   -0.000001,    0.000003,    0.000022,    0.000022,    0.000022,    0.000022,    0.000021,    0.000022
Mult,USC,220307 02:21:12.176017,   49.944934,   14.570380,   71.139070,   55.116419,    0.019840,   -0.000210,  279.932351,   13.995000,    3.084346,    0.490000,   74.000000,    0.000002,   -2.000868,   -0.070530,   -0.086667,   -1.431347,   -0.492321,   10.917007,    0.163815,   -2.650004,    1.024208,   -0.000000,    0.000000,    0.000001,   -0.000003,    0.000021,    0.000022,    0.000022,    0.000021,    0.000021,    0.000022
Mult,USC,220307 02:21:12.276017,   49.744243,   14.570420,   71.163021,   55.092577,    0.019680,   -0.000210,  279.932351,   13.995000,    2.950244,    0.240000,   74.000000,    0.000002,   -2.000859,   -0.075265,   -0.091956,   -1.430314,   -0.485254,   10.924052,    0.189013,   -2.742891,    1.026003,   -0.000000,    0.000000,    0.000003,   -0.000001,    0.000021,    0.000021,    0.000021,    0.000022,    0.000021,    0.000022
Mult,USC,220307 02:21:12.376017,   50.210904,   14.570400,   71.188691,   55.032065,    0.020050,   -0.000200,  279.932351,   13.998000,    2.816142,    0.330000,   74.000000,    0.000002,   -2.000846,   -0.068441,   -0.090560,   -1.437486,   -0.494261,   10.977126,    0.158418,   -2.704299,    1.013929,   -0.000000,   -0.000000,    0.000001,    0.000003,    0.000021,    0.000022,    0.000022,    0.000021,    0.000021,    0.000022
Mult,USC,220307 02:21:12.476017,   50.207441,   14.570400,   71.123396,   55.002542,    0.020050,   -0.000200,  279.932351,   13.998000,    2.950244,    0.580000,   74.000000,    0.000002,   -2.000840,   -0.072299,   -0.088310,   -1.441259,   -0.519275,   10.993337,    0.111185,   -2.755226,    0.950153,    0.000000,   -0.000000,   -0.000002,    0.000002,    0.000022,    0.000022,    0.000021,    0.000022,    0.000022,    0.000021
Mult,USC,220307 02:21:12.576017,   49.935092,   14.570390,   71.196067,   55.040749,    0.019830,   -0.000200,  279.932351,   13.998000,    2.950244,    0.170000,   73.000000,    0.000002,   -2.000829,   -0.072566,   -0.090406,   -1.445089,   -0.492427,   10.997135,    0.208411,   -2.708750,    0.948177,   -0.000001,   -0.000000,    0.000003,    0.000001,    0.000022,    0.000021,    0.000022,    0.000022,    0.000021,    0.000021
Mult,USC,220307 02:21:12.676017,   49.806542,   14.570410,   71.150218,   55.004754,    0.019730,   -0.000200,  279.932351,   13.998000,    2.682040,   -9.890000,   74.000000,    0.000002,   -2.000821,   -0.074079,   -0.091400,   -1.444723,   -0.496145,   11.024001,    0.179341,   -2.718096,    0.964382,    0.000000,   -0.000000,   -0.000000,    0.000003,    0.000021,    0.000022,    0.000022,    0.000022,    0.000022,    0.000023
Mult,USC,220307 02:21:12.776017,   50.035109,   14.570440,   71.185715,   55.046407,    0.019910,   -0.000210,  279.932351,   13.995000,    2.682040,    0.090000,   74.000000,    0.000002,   -2.000810,   -0.072154,   -0.092532,   -1.443210,   -0.516489,   11.043287,    0.131161,   -2.759676,    0.960949,   -0.000000,   -0.000000,    0.000002,    0.000002,    0.000023,    0.000023,    0.000022,    0.000022,    0.000022,    0.000022
Mult,USC,220307 02:21:12.876017,   50.035467,   14.570430,   71.191792,   55.057350,    0.019910,   -0.000210,  279.932351,   13.995000,    2.816142,    0.500000,   74.000000,    0.000004,   -2.000799,   -0.078622,   -0.096347,   -1.449678,   -0.523205,   11.062060,    0.159952,   -2.751729,    0.963181,   -0.000000,   -0.000000,    0.000003,    0.000000,    0.000023,    0.000023,    0.000023,    0.000023,    0.000023,    0.000022
Mult,USC,220307 02:21:12.976016,   50.118023,   14.570430,   71.089889,   55.040633,    0.019980,   -0.000210,  279.873143,   13.995000,    2.950244,    0.480000,   74.000000,    0.000002,   -2.000788,   -0.070070,   -0.099083,   -1.450787,   -0.507347,   11.050617,    0.165015,   -2.744290,    0.971832,    0.000000,   -0.000000,   -0.000003,   -0.000000,    0.000022,    0.000023,    0.000022,    0.000022,    0.000022,    0.000023
Mult,USC,220307 02:21:13.076016,   50.018029,   14.570440,   71.096218,   55.096116,    0.019900,   -0.000210,  279.932351,   13.995000,    2.816142,    0.160000,   73.000000,    0.000002,   -2.000782,   -0.073476,   -0.086615,   -1.449084,   -0.488463,   11.071595,    0.216727,   -2.747024,    0.955736,    0.000000,   -0.000000,   -0.000002,   -0.000001,    0.000022,    0.000022,    0.000022,    0.000022,    0.000022,    0.000022
Mult,USC,220307 02:21:13.176016,   50.117864,   14.570410,   71.086830,   55.026058,    0.019980,   -0.000200,  279.932351,   13.995000,    2.682040,   -9.940000,   74.000000,    0.000002,   -2.000771,   -0.072763,   -0.086955,   -1.454679,   -0.503405,   11.081929,    0.163709,   -2.756179,    0.973610,    0.000001,   -0.000000,   -0.000003,    0.000002,    0.000021,    0.000022,    0.000022,    0.000022,    0.000022,    0.000022
Mult,USC,220307 02:21:13.276016,   49.933976,   14.570420,   71.176202,   55.024987,    0.019830,   -0.000200,  279.932351,   13.992000,    2.682040,    0.000000,   74.000000,    0.000002,   -2.000761,   -0.073294,   -0.087814,   -1.455923,   -0.504350,   11.102737,    0.153135,   -2.777796,    0.971626,   -0.000000,   -0.000001,    0.000002,    0.000002,    0.000022,    0.000021,    0.000022,    0.000022,    0.000022,    0.000022
Mult,USC,220307 02:21:13.376016,   50.071106,   14.570400,   71.149757,   55.091855,    0.019940,   -0.000200,  279.873143,   13.992000,    2.682040,    0.090000,   74.000000,    0.000004,   -2.000752,   -0.065718,   -0.087862,   -1.455996,   -0.510354,   11.118251,    0.187083,   -2.860766,    1.062214,   -0.000000,    0.000000,    0.000002,   -0.000003,    0.000022,    0.000022,    0.000022,    0.000022,    0.000021,    0.000022
Mult,USC,220307 02:21:13.476016,   49.920988,   14.570440,   71.164823,   55.119143,    0.019820,   -0.000200,  279.873143,   13.989000,    2.816142,    0.210000,   74.000000,    0.000002,   -2.000743,   -0.066779,   -0.083209,   -1.453871,   -0.507734,   11.134877,    0.204197,   -2.810157,    1.081263,   -0.000000,    0.000000,    0.000002,   -0.000003,    0.000023,    0.000022,    0.000022,    0.000023,    0.000023,    0.000022
Mult,USC,220307 02:21:13.576016,   50.172672,   14.570470,   71.177459,   55.053043,    0.020020,   -0.000210,  279.813936,   13.986000,    2.816142,    0.130000,   74.000000,    0.000002,   -2.000731,   -0.070295,   -0.088707,   -1.456580,   -0.517602,   11.128963,    0.152500,   -2.904762,    0.981783,   -0.000000,    0.000000,    0.000003,   -0.000000,    0.000022,    0.000023,    0.000023,    0.000022,    0.000023,    0.000022
Mult,USC,220307 02:21:13.676016,   50.306763,   14.570510,   71.111389,   55.032507,    0.020130,   -0.000200,  279.754729,   13.986000,    2.816142,    0.320000,   74.000000,    0.000004,   -2.000720,   -0.074074,   -0.093936,   -1.456599,   -0.513588,   11.104296,    0.161117,   -2.862609,    0.989342,    0.000000,    0.000000,   -0.000003,    0.000002,    0.000022,    0.000022,    0.000022,    0.000022,    0.000022,    0.000023
Mult,USC,220307 02:21:41.875989,   50.001677,   14.571500,   70.808970,   55.237747,    0.019900,   -0.000190,  279.636314,   13.983000,    2.950244,    0.600000,   74.000000,    0.000006,    0.000223,   -0.123450,   -0.126674,   -2.270146,   -0.855882,   18.207734,    0.264864,   -3.161300,    1.001740,   -0.000000,   -0.000000,    0.000003,    0.000001,    0.000037,    0.000037,    0.000036,    0.000036,    0.000036,    0.000036
Mult,USC,220307 02:21:41.975989,   49.924402,   14.571480,   70.775086,   55.185710,    0.019840,   -0.000200,  279.517899,   13.980000,    2.950244,    0.560000,   74.000000,    0.000009,    0.000230,   -0.117429,   -0.124269,   -2.256868,   -0.838388,   18.156696,    0.282426,   -3.165941,    1.003454,    0.000000,   -0.000000,   -0.000001,    0.000002,    0.000036,    0.000036,    0.000036,    0.000037,    0.000036,    0.000037
Mult,USC,220307 02:21:42.075989,   49.809517,   14.571490,   70.745833,   55.187293,    0.019750,   -0.000200,  279.517899,   13.977000,    2.950244,    0.540000,   73.000000,    0.000006,    0.000236,   -0.117473,   -0.125355,   -2.252285,   -0.853659,   18.081279,    0.258606,   -3.157676,    0.999704,    0.000000,   -0.000000,   -0.000002,    0.000003,    0.000037,    0.000036,    0.000037,    0.000037,    0.000037,    0.000037
Mult,USC,220307 02:21:42.175989,   50.162971,   14.571500,   70.777600,   55.181216,    0.020030,   -0.000200,  279.517899,   13.977000,    2.950244,    0.440000,   73.000000,    0.000006,    0.000242,   -0.115843,   -0.135184,   -2.242677,   -0.858132,   17.977062,    0.248308,   -3.184951,    0.997347,    0.000000,   -0.000000,   -0.000001,    0.000003,    0.000037,    0.000037,    0.000037,    0.000037,    0.000037,    0.000037
Mult,USC,220307 02:21:42.275989,   49.712169,   14.571540,   70.815948,   55.236141,    0.019670,   -0.000200,  279.517899,   13.980000,    2.950244,    0.560000,   74.000000,    0.000006,    0.000247,   -0.116177,   -0.128551,   -2.232957,   -0.838785,   17.928319,    0.288747,   -3.167785,    1.011435,   -0.000000,   -0.000000,    0.000002,    0.000002,    0.000037,    0.000036,    0.000036,    0.000037,    0.000036,    0.000037
Mult,USC,220307 02:21:42.375988,   49.909981,   14.571530,   70.741223,   55.184219,    0.019830,   -0.000210,  279.517899,   13.977000,    2.950244,    0.430000,   74.000000,    0.000006,    0.000247,   -0.119504,   -0.128871,   -2.235571,   -0.837399,   17.953648,    0.309025,   -3.156023,    1.022402,    0.000000,   -0.000000,   -0.000003,    0.000001,    0.000036,    0.000036,    0.000036,    0.000037,    0.000036,    0.000037
Mult,USC,220307 02:21:42.475988,   49.899154,   14.571470,   70.768318,   55.293161,    0.019820,   -0.000210,  279.577107,   13.980000,    2.950244,    0.450000,   74.000000,    0.000009,    0.000251,   -0.119424,   -0.133938,   -2.238259,   -0.857574,   17.983567,    0.259333,   -3.165242,    1.001692,   -0.000000,    0.000000,    0.000002,   -0.000002,    0.000037,    0.000036,    0.000036,    0.000036,    0.000037,    0.000036
Mult,USC,220307 02:21:42.575988,   49.862027,   14.571470,   70.782022,   55.269808,    0.019790,   -0.000210,  279.636314,   13.983000,    2.950244,    0.600000,   74.000000,    0.000006,    0.000253,   -0.116182,   -0.135437,   -2.240147,   -0.854519,   17.984662,    0.213970,   -3.254570,    1.010477,   -0.000000,    0.000000,    0.000003,   -0.000002,    0.000036,    0.000036,    0.000036,    0.000036,    0.000036,    0.000036
Mult,USC,220307 02:21:42.675988,   50.222532,   14.571470,   70.714988,   55.261542,    0.020080,   -0.000210,  279.695521,   13.983000,    2.950244,    0.530000,   74.000000,    0.000006,    0.000255,   -0.116699,   -0.139206,   -2.236863,   -0.851984,   17.999697,    0.277079,   -3.161300,    0.995781,    0.000001,   -0.000000,   -0.000002,   -0.000002,    0.000036,    0.000036,    0.000036,    0.000035,    0.000036,    0.000037
Mult,USC,220307 02:21:42.775988,   50.375345,   14.571480,   70.771754,   55.273370,    0.020200,   -0.000200,  279.754729,   13.986000,    2.950244,    0.620000,   74.000000,    0.000006,    0.000255,   -0.113980,   -0.143308,   -2.245530,   -0.854441,   18.000861,    0.281121,   -3.186922,    0.999954,   -0.000000,    0.000000,    0.000002,   -0.000003,    0.000037,    0.000036,    0.000036,    0.000036,    0.000037,    0.000036
Mult,USC,220307 02:21:42.875988,   50.087914,   14.571510,   70.775254,   55.294884,    0.019970,   -0.000200,  279.754729,   13.989000,    2.950244,    0.380000,   73.000000,    0.000006,    0.000255,   -0.114392,   -0.139383,   -2.244756,   -0.838033,   18.012554,    0.322855,   -3.168167,    1.017757,   -0.000000,   -0.000000,    0.000003,   -0.000001,    0.000037,    0.000036,    0.000037,    0.000037,    0.000036,    0.000037
Mult,USC,220307 02:21:42.975988,   50.047533,   14.571510,   70.727540,   55.179120,    0.019940,   -0.000200,  279.813936,   13.989000,    2.682040,   -9.670000,   74.000000,    0.000006,    0.000257,   -0.120141,   -0.127234,   -2.243740,   -0.850546,   18.031838,    0.288190,   -3.169947,    1.013683,    0.000000,   -0.000000,   -0.000003,    0.000001,    0.000036,    0.000037,    0.000037,    0.000036,    0.000037,    0.000037
Mult,USC,220307 02:21:43.075988,   50.252118,   14.571460,   70.804884,   55.215558,    0.020100,   -0.000200,  279.754729,   13.986000,    2.547938,   -9.810000,   74.000000,    0.000006,    0.000257,   -0.120607,   -0.124333,   -2.253776,   -0.878511,   18.074629,    0.203147,   -3.166704,    0.973936,   -0.000000,   -0.000000,   -0.000000,    0.000003,    0.000038,    0.000036,    0.000037,    0.000037,    0.000037,    0.000037
Mult,USC,220307 02:21:43.175988,   50.351656,   14.571480,   70.797738,   55.232392,    0.020180,   -0.000200,  279.754729,   13.986000,    2.682040,    0.030000,   74.000000,    0.000006,    0.000257,   -0.116885,   -0.124435,   -2.253532,   -0.862134,   18.071658,    0.233687,   -3.201037,    1.012045,   -0.000000,   -0.000000,    0.000002,    0.000001,    0.000037,    0.000037,    0.000037,    0.000037,    0.000037,    0.000037
Mult,USC,220307 02:21:43.275988,   50.109697,   14.571480,   70.713165,   55.241775,    0.019990,   -0.000210,  279.695521,   13.983000,    2.682040,   -9.870000,   74.000000,    0.000009,    0.000257,   -0.111059,   -0.131620,   -2.246943,   -0.840814,   18.057156,    0.300645,   -3.184633,    0.991707,    0.000000,   -0.000000,   -0.000003,   -0.000001,    0.000037,    0.000036,    0.000037,    0.000037,    0.000037,    0.000036
Mult,USC,220307 02:21:43.375988,   50.196221,   14.571450,   70.691099,   55.224359,    0.020060,   -0.000210,  279.636314,   13.980000,    2.547938,   -9.820000,   74.000000,    0.000009,    0.000255,   -0.116482,   -0.134324,   -2.247628,   -0.855614,   18.061942,    0.265247,   -3.140764,    1.013969,    0.000001,   -0.000000,   -0.000003,   -0.000001,    0.000036,    0.000036,    0.000037,    0.000037,    0.000037,    0.000037
Mult,USC,220307 02:21:43.475987,   49.976678,   14.571450,   70.810227,   55.230553,    0.019880,   -0.000210,  279.577107,   13.977000,    2.547938,   -9.710000,   74.000000,    0.000006,    0.000255,   -0.112887,   -0.136770,   -2.254876,   -0.861272,   18.117570,    0.268250,   -3.168039,    1.017084,   -0.000000,   -0.000000,    0.000002,    0.000002,    0.000037,    0.000037,    0.000037,    0.000036,    0.000037,    0.000037
Mult,USC,220307 02:21:43.575987,   50.063477,   14.571500,   70.790488,   55.229389,    0.019950,   -0.000210,  279.458692,   13.971000,    2.547938,   -9.890000,   74.000000,    0.000006,    0.000255,   -0.108014,   -0.137604,   -2.259534,   -0.856649,   18.148215,    0.258039,   -3.149284,    0.996561,   -0.000000,    0.000000,    0.000001,    0.000002,    0.000037,    0.000036,    0.000036,    0.000037,    0.000036,    0.000037
Mult,USC,220307 02:21:43.675987,   50.073962,   14.571490,   70.747279,   55.297166,    0.019960,   -0.000220,  279.399485,   13.968000,    2.682040,    0.100000,   74.000000,    0.000009,    0.000253,   -0.108398,   -0.134663,   -2.251007,   -0.846530,   18.077371,    0.285898,   -3.168167,    1.008774,   -0.000000,    0.000000,    0.000001,   -0.000003,    0.000036,    0.000037,    0.000037,    0.000037,    0.000037,    0.000037
Mult,USC,220307 02:21:43.775987,   49.974360,   14.571480,   70.764231,   55.277608,    0.019880,   -0.000210,  279.340277,   13.965000,    2.682040,    0.150000,   74.000000,    0.000006,    0.000251,   -0.114345,   -0.134630,   -2.242655,   -0.846694,   17.991278,    0.255772,   -3.178848,    1.016119,   -0.000000,    0.000000,    0.000003,   -0.000002,    0.000037,    0.000037,    0.000036,    0.000037,    0.000037,    0.000036
Mult,USC,220307 02:21:56.575975,   50.076728,   14.571470,   70.556716,   55.322847,    0.019970,   -0.000210,  282.241437,   14.115000,    2.682040,    0.230000,   74.000000,    0.000009,    1.999130,   -0.188587,   -0.184392,   -3.086501,   -1.191554,   25.368561,    0.399187,   -2.902854,    1.007721,    0.000000,   -0.000000,   -0.000003,   -0.000001,    0.000051,    0.000051,    0.000052,    0.000052,    0.000052,    0.000051
Mult,USC,220307 02:21:56.675975,   49.930712,   14.571460,   70.646109,   55.336654,    0.019850,   -0.000200,  282.123023,   14.106000,    2.816142,    0.340000,   74.000000,    0.000009,    1.999145,   -0.185637,   -0.185161,   -3.084810,   -1.197331,   25.389127,    0.340018,   -2.801320,    1.009777,   -0.000000,   -0.000000,    0.000003,    0.000000,    0.000051,    0.000051,    0.000051,    0.000052,    0.000051,    0.000051
Mult,USC,220307 02:21:56.775975,   49.954986,   14.571500,   70.628570,   55.380007,    0.019870,   -0.000190,  282.004608,   14.103000,    2.816142,    0.190000,   74.000000,    0.000009,    1.999160,   -0.183345,   -0.190132,   -3.068993,   -1.195182,   25.271906,    0.369070,   -2.893381,    1.015051,   -0.000000,    0.000000,    0.000003,   -0.000002,    0.000052,    0.000052,    0.000052,    0.000052,    0.000052,    0.000052
